user_id,history_purchases,coil_socio_1,coil_socio_2,coil_socio_3,coil_socio_4,coil_socio_5,coil_socio_6,coil_socio_7,coil_socio_8,coil_socio_9,coil_socio_10,coil_socio_11,coil_socio_12,coil_socio_13,coil_socio_14,coil_socio_15,coil_socio_16,coil_socio_17,coil_socio_18,coil_socio_19,coil_socio_20,coil_socio_21,coil_socio_22,coil_socio_23,coil_socio_24,coil_socio_25,coil_socio_26,coil_socio_27,coil_socio_28,coil_socio_29,coil_socio_30,coil_socio_31,coil_socio_32,coil_socio_33,coil_socio_34,coil_socio_35,coil_socio_36,coil_socio_37,coil_socio_38,coil_socio_39,coil_socio_40,coil_socio_41,coil_socio_42,coil_socio_43,social_category_idx,age_group_idx,avg_income_level,car_ownership,household_size,religion_idx,marital_status_idx,has_caravan
UCI004579,Y号码特殊车险,35.0,1.0,2.0,4.0,8.0,0.0,7.0,0.0,2.0,5.0,0.0,4.0,3.0,5.0,2.0,1.0,4.0,4.0,2.0,0.0,4.0,3.0,2.0,0.0,2.0,1.0,4.0,2.0,2.0,3.0,6.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,0.0,2.0,0.0,4.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI004580,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",27.0,1.0,1.0,5.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,2.0,1.0,7.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,4.0,4.0,8.0,1.0,0.0,0.0,9.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI004581,KK号码丧葬险,26.0,1.0,1.0,6.0,6.0,0.0,5.0,1.0,4.0,1.0,1.0,8.0,7.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,1.0,3.0,6.0,9.0,0.0,1.0,0.0,8.0,6.0,3.0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI004582,"Y号码特殊车险,KK号码丧葬险",29.0,1.0,2.0,3.0,7.0,1.0,4.0,1.0,4.0,5.0,1.0,4.0,3.0,3.0,3.0,0.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,7.0,5.0,1.0,4.0,7.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004583,,9.0,1.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0,6.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,6.0,6.0,2.0,2.0,7.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI004584,"V号码人寿储蓄险,Y号码特殊车险",3.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,6.0,5.0,2.0,3.0,2.0,4.0,4.0,3.0,6.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,5.0,4.0,6.0,0.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,6.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI004585,Y号码特殊车险,34.0,1.0,2.0,3.0,8.0,0.0,5.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,6.0,2.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,0.0,2.0,7.0,7.0,0.0,2.0,8.0,1.0,2.0,5.0,2.0,0.0,0.0,3.0,6.0,0,0,0.0,0.0,0.0,0,0,1
UCI004586,Y号码特殊车险,6.0,1.0,5.0,3.0,2.0,2.0,5.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,4.0,5.0,0.0,3.0,3.0,2.0,2.0,7.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI004587,"V号码人寿储蓄险,Y号码特殊车险",37.0,1.0,3.0,3.0,8.0,0.0,7.0,2.0,0.0,7.0,0.0,2.0,0.0,3.0,6.0,0.0,2.0,7.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,7.0,2.0,0.0,5.0,3.0,1.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI004588,"Y号码特殊车险,KK号码丧葬险",7.0,1.0,4.0,2.0,2.0,1.0,5.0,2.0,3.0,8.0,1.0,0.0,0.0,1.0,8.0,5.0,4.0,1.0,5.0,1.0,0.0,4.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,9.0,7.0,1.0,2.0,4.0,5.0,1.0,3.0,6.0,1.0,0.0,5.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI004589,Y号码特殊车险,9.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,6.0,6.0,0.0,3.0,1.0,3.0,6.0,1.0,5.0,4.0,1.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,5.0,0.0,9.0,0.0,5.0,0.0,4.0,5.0,4.0,5.0,4.0,1.0,0.0,0.0,3.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI004590,Y号码特殊车险,37.0,1.0,3.0,3.0,8.0,2.0,7.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,5.0,0.0,4.0,5.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,0.0,9.0,6.0,2.0,2.0,5.0,4.0,0.0,5.0,3.0,1.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,1
UCI004591,"Y号码特殊车险,KK号码丧葬险",6.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,6.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,0.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,6.0,6.0,2.0,2.0,6.0,3.0,2.0,3.0,4.0,2.0,1.0,5.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI004592,"V号码人寿储蓄险,JJ号码学生险",35.0,1.0,4.0,4.0,8.0,1.0,4.0,1.0,4.0,6.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,9.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,5.0,0.0,0.0,3.0,6.0,6.0,1.0,2.0,6.0,3.0,0.0,9.0,0.0,0.0,0.0,4.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI004593,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",8.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,7.0,1.0,2.0,2.0,4.0,4.0,5.0,3.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,9.0,3.0,5.0,2.0,2.0,7.0,0.0,2.0,5.0,2.0,1.0,6.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI004594,FF号码拖车险,36.0,1.0,4.0,3.0,8.0,0.0,7.0,0.0,2.0,9.0,0.0,0.0,0.0,4.0,5.0,2.0,5.0,3.0,0.0,2.0,0.0,6.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,4.0,5.0,9.0,0.0,0.0,3.0,6.0,0.0,3.0,3.0,3.0,0.0,6.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004595,Y号码特殊车险,5.0,1.0,3.0,3.0,1.0,0.0,5.0,0.0,4.0,6.0,0.0,3.0,0.0,3.0,6.0,4.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,9.0,4.0,5.0,0.0,5.0,4.0,0.0,3.0,6.0,0.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004596,,6.0,1.0,3.0,3.0,2.0,0.0,7.0,0.0,2.0,9.0,0.0,0.0,0.0,4.0,5.0,1.0,4.0,5.0,1.0,0.0,2.0,0.0,7.0,0.0,1.0,2.0,0.0,7.0,1.0,4.0,5.0,7.0,2.0,0.0,8.0,1.0,3.0,3.0,4.0,0.0,0.0,3.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI004597,Y号码特殊车险,39.0,1.0,3.0,3.0,9.0,0.0,6.0,0.0,3.0,7.0,0.0,2.0,0.0,3.0,6.0,0.0,3.0,6.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,6.0,0.0,2.0,7.0,7.0,2.0,0.0,7.0,2.0,4.0,3.0,3.0,0.0,0.0,3.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI004598,"V号码人寿储蓄险,KK号码丧葬险",10.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,6.0,6.0,1.0,3.0,4.0,3.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,9.0,7.0,0.0,2.0,6.0,3.0,0.0,0.0,6.0,0.0,3.0,9.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI004599,FF号码拖车险,31.0,1.0,3.0,3.0,7.0,0.0,4.0,1.0,5.0,5.0,1.0,4.0,3.0,2.0,4.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,5.0,3.0,8.0,1.0,6.0,1.0,3.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI004600,,32.0,1.0,3.0,2.0,7.0,0.0,5.0,0.0,4.0,5.0,1.0,3.0,3.0,2.0,5.0,1.0,4.0,4.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,7.0,2.0,5.0,1.0,4.0,7.0,2.0,3.0,5.0,2.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI004601,"V号码人寿储蓄险,Y号码特殊车险,AA号码法律费用险,GG号码微型车险,KK号码丧葬险",13.0,1.0,3.0,2.0,3.0,4.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,6.0,3.0,6.0,2.0,2.0,6.0,0.0,0.0,2.0,2.0,1.0,6.0,2.0,0.0,2.0,0.0,0.0,9.0,7.0,2.0,0.0,2.0,7.0,0.0,3.0,3.0,4.0,1.0,6.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI004602,,22.0,1.0,2.0,3.0,5.0,0.0,0.0,4.0,5.0,0.0,2.0,7.0,6.0,2.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,5.0,2.0,3.0,7.0,2.0,2.0,0.0,7.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI004603,,37.0,1.0,3.0,3.0,8.0,0.0,3.0,3.0,4.0,6.0,3.0,1.0,1.0,5.0,3.0,2.0,4.0,3.0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,7.0,4.0,0.0,5.0,7.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI004604,"V号码人寿储蓄险,KK号码丧葬险",10.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,5.0,7.0,2.0,0.0,0.0,4.0,5.0,1.0,6.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,0.0,8.0,1.0,9.0,0.0,0.0,6.0,3.0,1.0,2.0,6.0,1.0,0.0,5.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI004605,"V号码人寿储蓄险,Y号码特殊车险,FF号码拖车险",24.0,1.0,2.0,3.0,5.0,0.0,6.0,0.0,3.0,3.0,0.0,6.0,1.0,4.0,4.0,0.0,2.0,7.0,2.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,1.0,4.0,4.0,9.0,0.0,5.0,0.0,4.0,5.0,4.0,3.0,6.0,1.0,0.0,0.0,3.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI004606,Y号码特殊车险,11.0,2.0,4.0,2.0,3.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,6.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,0.0,6.0,0.0,2.0,7.0,5.0,4.0,0.0,5.0,4.0,0.0,4.0,5.0,0.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI004607,,33.0,1.0,3.0,3.0,8.0,0.0,6.0,1.0,2.0,6.0,0.0,3.0,2.0,3.0,5.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,7.0,7.0,0.0,2.0,7.0,2.0,0.0,4.0,5.0,0.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,1
UCI004608,Y号码特殊车险,39.0,1.0,3.0,3.0,9.0,0.0,9.0,0.0,0.0,5.0,0.0,4.0,2.0,3.0,4.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0,0.0,0.0,7.0,2.0,4.0,5.0,3.0,2.0,4.0,7.0,2.0,6.0,2.0,2.0,0.0,0.0,2.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI004609,Y号码特殊车险,23.0,1.0,2.0,1.0,5.0,0.0,2.0,2.0,6.0,4.0,2.0,4.0,2.0,5.0,3.0,1.0,4.0,5.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,2.0,6.0,0.0,9.0,0.0,4.0,0.0,5.0,8.0,1.0,4.0,2.0,4.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004610,"P号码剩余价值险,V号码人寿储蓄险,KK号码丧葬险",32.0,1.0,1.0,4.0,7.0,0.0,3.0,1.0,5.0,5.0,2.0,3.0,9.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,5.0,5.0,4.0,6.0,1.0,2.0,8.0,1.0,6.0,3.0,0.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI004611,Y号码特殊车险,8.0,2.0,4.0,3.0,2.0,0.0,5.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,9.0,6.0,3.0,0.0,2.0,7.0,0.0,9.0,0.0,0.0,0.0,3.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI004612,"V号码人寿储蓄险,KK号码丧葬险",25.0,1.0,2.0,4.0,6.0,0.0,9.0,0.0,0.0,5.0,0.0,4.0,3.0,3.0,4.0,1.0,2.0,7.0,2.0,0.0,0.0,2.0,4.0,3.0,1.0,0.0,1.0,6.0,2.0,3.0,6.0,7.0,1.0,1.0,9.0,0.0,5.0,3.0,1.0,1.0,0.0,3.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI004613,KK号码丧葬险,23.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,5.0,4.0,1.0,0.0,0.0,6.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,7.0,1.0,2.0,7.0,2.0,2.0,3.0,4.0,1.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004614,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",23.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,2.0,3.0,5.0,1.0,8.0,1.0,6.0,0.0,3.0,8.0,1.0,6.0,3.0,1.0,0.0,1.0,2.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004615,,35.0,1.0,3.0,3.0,8.0,0.0,5.0,0.0,4.0,4.0,0.0,5.0,3.0,2.0,5.0,1.0,3.0,6.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0,3.0,5.0,1.0,2.0,7.0,5.0,1.0,3.0,7.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI004616,,35.0,1.0,2.0,3.0,8.0,0.0,7.0,0.0,2.0,4.0,0.0,5.0,5.0,1.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,3.0,6.0,0.0,3.0,6.0,5.0,0.0,4.0,8.0,1.0,5.0,2.0,3.0,0.0,0.0,2.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI004617,"V号码人寿储蓄险,Y号码特殊车险",10.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,4.0,8.0,1.0,1.0,0.0,0.0,9.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,4.0,0.0,3.0,6.0,7.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,9.0,0.0,8.0,8.0,0,0,0.0,0.0,0.0,0,0,1
UCI004618,KK号码丧葬险,31.0,1.0,3.0,2.0,7.0,1.0,2.0,2.0,5.0,5.0,2.0,3.0,1.0,3.0,6.0,1.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,2.0,6.0,1.0,8.0,1.0,5.0,1.0,4.0,8.0,1.0,3.0,5.0,2.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI004619,"W号码汽车险,Y号码特殊车险,JJ号码学生险,KK号码丧葬险",3.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,7.0,9.0,0.0,0.0,0.0,4.0,5.0,3.0,5.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,9.0,6.0,3.0,0.0,2.0,7.0,0.0,0.0,9.0,0.0,0.0,6.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI004620,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",8.0,1.0,3.0,3.0,2.0,1.0,7.0,0.0,1.0,6.0,0.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,9.0,6.0,3.0,2.0,5.0,4.0,1.0,4.0,4.0,1.0,0.0,5.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI004621,"X号码火灾盗窃险,KK号码丧葬险",40.0,1.0,3.0,2.0,10.0,0.0,6.0,0.0,3.0,6.0,3.0,0.0,0.0,5.0,4.0,1.0,7.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,9.0,4.0,5.0,0.0,3.0,6.0,0.0,4.0,4.0,2.0,0.0,5.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004622,FF号码拖车险,16.0,8.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,1.0,0.0,5.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,5.0,5.0,1.0,4.0,3.0,6.0,2.0,4.0,3.0,2.0,1.0,5.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI004623,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",39.0,2.0,5.0,2.0,9.0,1.0,5.0,0.0,3.0,7.0,1.0,2.0,0.0,0.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,2.0,7.0,6.0,2.0,2.0,6.0,3.0,0.0,4.0,5.0,0.0,0.0,4.0,5.0,0,0,0.0,0.0,0.0,0,0,1
UCI004624,FF号码拖车险,9.0,1.0,3.0,3.0,3.0,1.0,5.0,2.0,1.0,6.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0,5.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,8.0,1.0,5.0,1.0,3.0,6.0,3.0,5.0,2.0,2.0,1.0,0.0,3.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI004625,"W号码汽车险,KK号码丧葬险",39.0,2.0,5.0,3.0,9.0,0.0,6.0,0.0,3.0,9.0,0.0,0.0,0.0,3.0,6.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,3.0,5.0,0.0,3.0,6.0,9.0,0.0,0.0,9.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI004626,,23.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,2.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,1.0,7.0,2.0,6.0,0.0,3.0,7.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004627,,39.0,1.0,3.0,3.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,6.0,0.0,3.0,6.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,9.0,6.0,2.0,2.0,6.0,3.0,3.0,4.0,2.0,0.0,0.0,3.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI004628,FF号码拖车险,9.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,6.0,7.0,2.0,1.0,7.0,2.0,2.0,5.0,3.0,1.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI004629,Y号码特殊车险,13.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,5.0,7.0,2.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,3.0,0.0,0.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,0.0,7.0,2.0,7.0,1.0,2.0,5.0,4.0,1.0,4.0,5.0,1.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI004630,"V号码人寿储蓄险,KK号码丧葬险",36.0,1.0,3.0,3.0,8.0,1.0,4.0,1.0,4.0,6.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,5.0,5.0,2.0,3.0,7.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004631,"V号码人寿储蓄险,KK号码丧葬险",9.0,1.0,2.0,2.0,3.0,1.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,0.0,3.0,4.0,0.0,3.0,2.0,1.0,4.0,0.0,8.0,1.0,4.0,1.0,5.0,8.0,1.0,6.0,3.0,1.0,1.0,1.0,2.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI004632,Y号码特殊车险,30.0,1.0,2.0,4.0,7.0,0.0,3.0,0.0,6.0,3.0,1.0,6.0,6.0,3.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,3.0,5.0,2.0,0.0,2.0,1.0,6.0,1.0,4.0,5.0,2.0,0.0,7.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI004633,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",33.0,1.0,3.0,2.0,8.0,0.0,4.0,0.0,5.0,9.0,0.0,0.0,0.0,3.0,6.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,2.0,2.0,5.0,2.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,1.0,5.0,4.0,0.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004634,"V号码人寿储蓄险,KK号码丧葬险",33.0,2.0,4.0,2.0,8.0,0.0,5.0,1.0,4.0,8.0,1.0,0.0,0.0,1.0,8.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,3.0,5.0,0.0,2.0,7.0,5.0,4.0,0.0,9.0,0.0,1.0,7.0,2.0,1.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004635,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险,MM号码养老金计划",3.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,3.0,5.0,1.0,4.0,0.0,4.0,5.0,0.0,9.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,9.0,5.0,1.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,1.0,5.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI004636,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",31.0,1.0,3.0,4.0,7.0,0.0,3.0,0.0,6.0,7.0,0.0,2.0,2.0,4.0,4.0,0.0,3.0,6.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,9.0,0.0,4.0,2.0,3.0,9.0,0.0,3.0,4.0,2.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI004637,,24.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,4.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,2.0,6.0,2.0,0.0,2.0,7.0,5.0,2.0,2.0,8.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI004638,Y号码特殊车险,9.0,1.0,3.0,2.0,3.0,0.0,4.0,0.0,5.0,9.0,0.0,0.0,0.0,1.0,8.0,1.0,2.0,7.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,2.0,6.0,1.0,6.0,3.0,8.0,1.0,1.0,7.0,2.0,2.0,4.0,4.0,1.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI004639,"V号码人寿储蓄险,KK号码丧葬险",23.0,1.0,2.0,2.0,5.0,0.0,5.0,3.0,2.0,3.0,4.0,3.0,1.0,8.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,5.0,1.0,4.0,0.0,8.0,1.0,4.0,1.0,5.0,9.0,0.0,7.0,2.0,1.0,0.0,0.0,2.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI004640,KK号码丧葬险,36.0,1.0,3.0,4.0,8.0,0.0,6.0,0.0,3.0,7.0,0.0,2.0,0.0,3.0,6.0,0.0,3.0,6.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,4.0,5.0,0.0,1.0,8.0,7.0,2.0,0.0,7.0,2.0,4.0,3.0,3.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
